date,store_id,order_id,product_id,product_name,category,qty,price,discount,cost
2026-01-04,S06,ORD1288,P006,Молоко 255,Продукты,5,65.09,0.29,37.77
2026-01-21,S03,ORD1289,P015,Пазл 138,Игрушки,3,149.68,0.04,73.72
2025-12-28,S06,ORD1289,P026,Тушь 576,Косметика,7,84.06,0.08,56.91
2026-01-21,S06,ORD1289,P024,Молоко 535,Продукты,10,125.57,0.07,95.23
2026-01-22,S02,ORD1289,P013,Обувь 452,Одежда,8,288.43,0.29,164.56
2026-01-10,S06,ORD1289,P020,Сыр 852,Продукты,8,71.6,0.21,41.59
2026-01-11,S05,ORD1289,P009,Ракетка 885,Спорттовары,2,140.92,0.22,64.37
2026-01-03,S03,ORD1290,P027,Духи 975,Косметика,3,69.37,0.18,38.66
2026-01-04,S03,ORD1290,P021,Пазл 94,Игрушки,4,41.07,-0.12,23.01
2026-01-02,S04,ORD1290,P012,Кукла 282,Игрушки,9,175.73,0.21,95.39
2026-01-01,S03,ORD1291,P029,Джинсы 267,Одежда,6,97.2,0.25,65.05
2026-01-15,S02,ORD1291,P004,Учебник 814,Книги,3,108.2,0.1,46.39
2026-01-19,S02,ORD1291,P020,Сыр 852,Продукты,9,64.65,0.06,41.59
2025-12-30,S04,ORD1292,P001,Машинка 380,Игрушки,5,110.81,0.26,55.66
2026-01-11,S04,ORD1292,P005,Тушь 56,Косметика,8,80.81,0.15,54.42
2026-01-11,S06,ORD1293,P017,Пазл 934,Игрушки,8,97.35,0.09,48.73
2026-01-03,S03,ORD1293,P013,Обувь 452,,8,268.24,0.21,164.56
2026-01-17,S01,ORD1294,P007,Планшет 460,Электроника,1,472.01,1.21,335.42
2026-01-27,S04,ORD1294,P002,Велосипед 20,Спорттовары,4,188.08,1.26,70.77
2026-01-26,S04,ORD1295,P027,Духи 975,Косметика,8,75.25,0.06,38.66
2026-01-02,S04,ORD1295,P002,Велосипед 20,Спорттовары,2,175.63,0.1,70.77
2026-01-10,S04,ORD1295,P007,Планшет 460,Электроника,3,513.47,0.06,335.42
2026-01-16,S06,ORD1296,P002,Велосипед 20,Спорттовары,10,187.75,0.05,70.77
2026-01-21,S06,ORD1297,P002,Велосипед 20,Спорттовары,2,180.78,0.06,70.77
2025-12-29,S02,ORD1297,P029,Джинсы 267,Одежда,1,95.57,0.28,65.05
2026-01-09,S05,ORD1298,P005,Тушь 56,Косметика,2,78.58,0.19,54.42
2026-01-13,S05,ORD1298,P010,Сыр 218,Продукты,5,92.04,0.06,46.52
2026-01-25,S01,ORD1298,P026,Тушь 576,Косметика,-2,89.85,0.03,56.91
2026-01-12,S03,ORD1299,P008,Планшет 671,Электроника,10,191.43,0.17,106.93
2026-01-16,S06,ORD1299,P015,Пазл 138,Игрушки,9,141.84,0.17,73.72
2026-01-20,S02,ORD1299,P016,Футболка 476,Одежда,1,97.8,0.29,39.14
2026-01-26,S04,ORD1300,P016,Футболка 476,Одежда,4,98.59,0.24,39.14
2026-01-10,S05,ORD1300,P006,Молоко 255,Продукты,10,66.83,0.12,37.77
2026-01-04,S05,ORD1300,P007,Планшет 460,Электроника,4,553.07,0.14,335.42
2026-01-14,S04,ORD1300,P006,Молоко 255,Продукты,10,59.38,0.28,37.77
2026-01-27,S05,ORD1300,P006,Молоко 255,Продукты,6,63.3,0.25,37.77
2026-01-21,S02,ORD1300,P003,Велосипед 587,Спорттовары,9,56.45,0.13,27.34
2026-01-18,S01,ORD1300,P011,Тушь 581,Косметика,3,136.22,0.01,64.99
2025-12-29,S04,ORD1300,P013,Обувь 452,Одежда,3,312.23,0.03,164.56
2026-01-17,S04,ORD1300,P016,Футболка 476,Одежда,9,98.79,0.16,39.14
2025-12-28,S02,ORD1300,P025,Шампунь 336,Косметика,9,138.23,0.19,68.33
2026-01-09,S05,ORD1300,P007,Планшет 460,Электроника,2,551.6,0.24,335.42
2026-01-19,S06,ORD1300,P023,Мяч 526,,4,136.14,1.34,63.9
2026-01-13,S01,ORD1301,P015,Пазл 138,Игрушки,10,148.51,0.21,73.72
2025-12-28,S05,ORD1301,P015,Пазл 138,Игрушки,1,129.36,0.17,73.72
2026-01-13,S02,ORD1301,P027,Духи 975,Косметика,5,74.79,0.29,38.66
2025-12-28,S06,ORD1301,P011,Тушь 581,Косметика,10,137.44,0.04,64.99
2026-01-10,S03,ORD1301,P006,Молоко 255,Продукты,7,60.8,0.22,37.77
2026-01-17,S01,ORD1302,P004,Учебник 814,Книги,9,110.19,0.24,46.39
2026-01-10,S06,ORD1303,P019,Ракетка 236,Спорттовары,1,44.27,0.02,29.35
2026-01-11,S06,ORD1303,P007,Планшет 460,Электроника,7,554.55,0.0,335.42
2026-01-27,S05,ORD1303,P030,Учебник 722,Книги,6,132.2,0.15,70.51
2025-12-29,S04,ORD1304,P017,Пазл 934,Игрушки,4,108.78,0.16,48.73
2026-01-25,S05,ORD1304,P012,Кукла 282,Игрушки,9,175.93,0.29,95.39
2025-12-30,S06,ORD1304,P017,Пазл 934,Игрушки,6,112.21,0.18,48.73
2026-01-15,S02,ORD1305,P013,Обувь 452,Одежда,6,283.22,0.08,164.56
2025-12-31,S05,ORD1305,P012,Кукла 282,Игрушки,6,184.88,0.03,95.39
2026-01-07,S06,ORD1305,P013,Обувь 452,Одежда,1,280.62,0.21,164.56
2026-01-06,S01,ORD1306,P029,Джинсы 267,Одежда,5,90.11,0.14,65.05
2026-01-04,S01,ORD1307,P012,Кукла 282,Игрушки,4,187.45,0.2,95.39
2026-01-13,S01,ORD1307,P007,Планшет 460,Электроника,5,530.65,0.02,335.42
2026-01-10,S05,ORD1308,P009,Ракетка 885,Спорттовары,4,135.15,0.02,64.37
2026-01-21,S02,ORD1308,P002,Велосипед 20,Спорттовары,4,172.27,0.2,70.77
2026-01-23,S02,ORD1309,P009,Ракетка 885,Спорттовары,2,123.17,0.07,64.37
2026-01-20,S05,ORD1309,P019,Ракетка 236,Спорттовары,-5,39.19,0.16,29.35
2026-01-26,S06,ORD1309,P005,Тушь 56,Косметика,7,90.97,0.16,54.42
2026-01-18,S03,ORD1309,P004,Учебник 814,Книги,9,98.87,0.3,46.39
2025-12-31,S06,ORD1310,P029,Джинсы 267,Одежда,4,105.52,0.12,65.05
2025-12-29,S03,ORD1310,P026,Тушь 576,Косметика,10,82.6,1.46,56.91
2026-01-17,S01,ORD1310,P004,Учебник 814,Книги,8,97.65,0.21,46.39
2026-01-26,S03,ORD1310,P023,Мяч 526,Спорттовары,8,152.31,0.18,63.9
2026-01-02,S04,ORD1311,P023,Мяч 526,Спорттовары,5,153.62,0.02,63.9
2026-01-17,S03,ORD1311,P014,Велосипед 249,Спорттовары,5,232.73,0.18,89.42
2026-01-27,S06,ORD1312,P018,Детектив 359,Книги,3,136.55,0.28,81.01
2026-01-11,S04,ORD1312,P015,Пазл 138,Игрушки,5,143.38,0.26,73.72
2026-01-14,S04,ORD1313,P016,Футболка 476,Одежда,4,96.32,0.11,39.14
2026-01-02,S01,ORD1313,P016,Футболка 476,Одежда,3,90.09,0.14,39.14
2026-01-08,S01,ORD1314,P002,Велосипед 20,,6,187.07,0.09,70.77
2025-12-31,S01,ORD1314,P028,Фрукты 831,Продукты,8,157.04,0.15,74.65
2026-01-12,S01,ORD1315,P020,Сыр 852,Продукты,3,64.04,0.29,41.59
2026-01-25,S06,ORD1315,P028,Фрукты 831,Продукты,7,156.1,0.24,74.65
2026-01-23,S06,ORD1316,P009,Ракетка 885,Спорттовары,8,130.69,0.13,64.37
2026-01-13,S01,ORD1316,P024,Молоко 535,Продукты,3,143.94,0.13,95.23
